Date,Close,Open,High,Low,Volume,Change
2018-01-02,2479.65,2474.86,2481.02,2465.94,262200000.0,0.0049
2018-01-03,2486.35,2484.63,2493.4,2481.91,331100000.0,0.0027
2018-01-04,2466.46,2502.5,2502.5,2466.45,333840000.0,-0.008
2018-01-05,2497.52,2476.85,2497.52,2475.51,308770000.0,0.0126
2018-01-08,2513.28,2510.7,2515.37,2494.18,311430000.0,0.0063
2018-01-09,2510.23,2510.73,2524.73,2498.41,374320000.0,-0.0012
2018-01-10,2499.75,2516.33,2516.82,2493.98,444020000.0,-0.0042
2018-01-11,2487.91,2496.86,2502.52,2483.82,444340000.0,-0.004699999999999999
2018-01-12,2496.42,2499.87,2500.87,2482.15,438780000.0,0.0034000000000000002
2018-01-15,2503.73,2510.97,2513.3,2496.18,404550000.0,0.0029
2018-01-16,2521.74,2504.16,2524.55,2498.55,341610000.0,0.0072
2018-01-17,2515.43,2517.19,2521.97,2506.49,336710000.0,-0.0025
2018-01-18,2515.81,2527.67,2532.08,2512.69,333110000.0,0.0002
2018-01-19,2520.26,2519.67,2524.33,2513.09,351840000.0,0.0018
2018-01-22,2502.11,2516.9,2517.12,2488.44,342990000.0,-0.0072
2018-01-23,2536.6,2510.35,2536.6,2507.96,370010000.0,0.0138
2018-01-24,2538.0,2533.86,2547.22,2531.31,371090000.0,0.0006
2018-01-25,2562.23,2536.96,2564.43,2536.73,514600000.0,0.0095
2018-01-26,2574.76,2560.69,2574.76,2553.53,400650000.0,0.0049
2018-01-29,2598.19,2588.87,2607.1,2587.55,437480000.0,0.0091
2018-01-30,2567.74,2590.41,2599.17,2567.07,397040000.0,-0.011699999999999999
2018-01-31,2566.46,2557.37,2597.14,2553.01,403050000.0,-0.0005
2018-02-01,2568.54,2578.91,2583.74,2564.59,595150000.0,0.0008
2018-02-02,2525.39,2565.99,2565.99,2519.6,481820000.0,-0.0168
2018-02-05,2491.75,2487.34,2503.99,2476.24,442350000.0,-0.013300000000000001
2018-02-06,2453.31,2437.02,2460.28,2409.38,582840000.0,-0.0154
2018-02-07,2396.56,2483.72,2484.18,2396.56,460080000.0,-0.0231
2018-02-08,2407.62,2400.17,2423.88,2393.46,362420000.0,0.0046
2018-02-09,2363.77,2346.73,2372.9,2346.73,489110000.0,-0.0182
2018-02-12,2385.38,2380.49,2397.9,2367.31,352290000.0,0.0091
2018-02-13,2395.19,2402.89,2421.8,2388.54,423420000.0,0.0040999999999999995
2018-02-14,2421.83,2412.47,2426.63,2408.02,305740000.0,0.0111
2018-02-19,2442.82,2452.52,2455.12,2428.15,322140000.0,0.0087
2018-02-20,2415.12,2433.35,2438.48,2411.23,421490000.0,-0.0113
2018-02-21,2429.65,2417.73,2432.45,2404.02,432280000.0,0.006
2018-02-22,2414.28,2417.18,2422.62,2405.23,349490000.0,-0.0063
2018-02-23,2451.52,2427.13,2451.52,2427.13,300580000.0,0.0154
2018-02-26,2457.65,2465.35,2466.08,2447.86,321260000.0,0.0025
