Date,Close,Open,High,Low,Volume,Change
2016-08-12,16919.92,16877.18,16943.67,16818.43,1190000000.0,0.011000000000000001
2016-08-15,16869.56,16866.89,16932.11,16844.58,837230000.0,-0.003
2016-08-16,16596.51,16878.66,16887.57,16596.51,1100000000.0,-0.016200000000000003
2016-08-17,16745.64,16596.26,16772.11,16596.26,1170000000.0,0.009000000000000001
2016-08-18,16486.01,16649.91,16714.61,16481.41,1300000000.0,-0.0155
2016-08-19,16545.82,16558.38,16613.04,16452.62,1220000000.0,0.0036
2016-08-22,16598.19,16599.26,16631.23,16540.94,952950000.0,0.0032
2016-08-23,16497.36,16549.82,16663.64,16452.01,1080000000.0,-0.0060999999999999995
2016-08-24,16597.3,16550.21,16648.07,16544.39,911060000.0,0.0060999999999999995
2016-08-25,16555.95,16580.15,16628.79,16520.84,929030000.0,-0.0025
2016-08-26,16360.71,16485.55,16490.53,16320.43,1050000000.0,-0.0118
2016-08-29,16737.49,16631.06,16764.64,16616.65,1140000000.0,0.023
2016-08-30,16725.36,16690.98,16752.16,16677.85,1040000000.0,-0.0007000000000000001
2016-08-31,16887.4,16857.83,16917.86,16836.96,1500000000.0,0.0097
2016-09-01,16926.84,16885.16,16941.18,16864.56,1310000000.0,0.0023
2016-09-02,16925.68,16903.78,16946.49,16848.12,1160000000.0,-0.0001
2016-09-05,17037.63,17131.52,17156.36,17009.21,1270000000.0,0.0066
2016-09-06,17081.98,17035.03,17097.59,17022.64,1080000000.0,0.0026
2016-09-07,17012.44,16937.38,17024.26,16903.2,1320000000.0,-0.0040999999999999995
2016-09-08,16958.77,16984.0,17001.84,16836.65,1110000000.0,-0.0032
2016-09-09,16965.76,16994.37,17029.78,16902.09,1240000000.0,0.0004
2016-09-12,16672.92,16748.36,16802.0,16601.54,1130000000.0,-0.0173
2016-09-13,16729.04,16764.65,16787.06,16658.4,982280000.0,0.0034000000000000002
2016-09-14,16614.24,16632.06,16706.61,16585.8,1160000000.0,-0.0069
2016-09-15,16405.01,16512.42,16528.02,16359.78,1180000000.0,-0.0126
2016-09-16,16519.29,16458.74,16532.84,16415.86,1270000000.0,0.006999999999999999
2016-09-20,16492.15,16403.22,16591.7,16403.22,1210000000.0,-0.0016
2016-09-21,16807.62,16471.85,16823.63,16399.65,1910000000.0,0.0191
2016-09-23,16754.02,16759.84,16808.59,16725.53,1380000000.0,-0.0032
2016-09-26,16544.56,16707.45,16707.45,16514.93,1030000000.0,-0.0125
2016-09-27,16683.93,16390.91,16683.93,16285.41,1570000000.0,0.0084
2016-09-28,16465.4,16504.99,16515.84,16385.03,1120000000.0,-0.0131
2016-09-29,16693.71,16606.3,16756.43,16584.14,1230000000.0,0.0139
2016-09-30,16449.84,16474.45,16497.55,16407.78,1240000000.0,-0.0146
2016-10-03,16598.67,16566.03,16652.16,16554.83,992120000.0,0.009000000000000001
